STRING_id	gene_symbol	ensembl_id	entrezgene	uniprot_id
9606.ENSP00000354842	TOX	ENSG00000198846	9760	O94900
9606.ENSP00000344724	TOX2	ENSG00000124191	84969	Q96NM4
9606.ENSP00000219746	TOX3	ENSG00000103460	27324	O15405
9606.ENSP00000269305	TP53	ENSG00000141510	7157	P04637
9606.ENSP00000432743	TP53AIP1	ENSG00000120471	63970	Q9HCN2
9606.ENSP00000371475	TP53BP1	ENSG00000067369	7158	Q12888
9606.ENSP00000341957	TP53BP2	ENSG00000143514	7159	Q13625
9606.ENSP00000309532	TP53I11	ENSG00000175274	9537	O14683
9606.ENSP00000301057	TP53I13	ENSG00000167543	90313	Q8NBR0
9606.ENSP00000238721	TP53I3	ENSG00000115129	9540	Q53FA7
9606.ENSP00000344215	TP53INP1	ENSG00000164938	94241	Q96A56
9606.ENSP00000363942	TP53INP2	ENSG00000078804	58476	Q8IXH6
9606.ENSP00000361186	TP53RK	ENSG00000172315	112858	Q96S44
9606.ENSP00000381672	TP53TG3	ENSG00000183632	102724101	Q9ULZ0
9606.ENSP00000381672	TP53TG3	ENSG00000183632	102723713	Q9ULZ0
9606.ENSP00000381672	TP53TG3	ENSG00000183632	24150	Q9ULZ0
9606.ENSP00000381672	TP53TG3	ENSG00000183632	102724127	Q9ULZ0
9606.ENSP00000381672	TP53TG3	ENSG00000183632	102723655	Q9ULZ0
9606.ENSP00000361811	TP53TG5	ENSG00000124251	27296	Q9Y2B4
9606.ENSP00000264731	TP63	ENSG00000073282	8626	Q9H3D4
9606.ENSP00000367545	TP73	ENSG00000078900	7161	O15350
9606.ENSP00000358765	TPBG	ENSG00000146242	7162	Q13641
9606.ENSP00000438125	TPCN1	ENSG00000186815	53373	Q9ULQ1
9606.ENSP00000294309	TPCN2	ENSG00000162341	219931	Q8NHX9
9606.ENSP00000368391	TPD52	ENSG00000076554	7163	P55327
9606.ENSP00000434142	TPD52L1	ENSG00000111907	7164	Q16890
9606.ENSP00000217121	TPD52L2	ENSG00000101150	7165	O43399
9606.ENSP00000341677	TPD52L3	ENSG00000170777	89882	Q96J77
9606.ENSP00000352265	TPGS1	ENSG00000141933	91978	Q6ZTW0
9606.ENSP00000335144	TPGS2	ENSG00000134779	25941	Q68CL5
9606.ENSP00000250018	TPH1	ENSG00000129167	7166	P17752
9606.ENSP00000329093	TPH2	ENSG00000139287	121278	Q8IWU9
9606.ENSP00000229270	TPI1	ENSG00000111669	7167	P60174
9606.ENSP00000353165	TPK1	ENSG00000196511	27010	Q9H3S4
9606.ENSP00000267996	TPM1	ENSG00000140416	7168	P09493
9606.ENSP00000354219	TPM2	ENSG00000198467	7169	P07951
9606.ENSP00000357516	TPM3	ENSG00000143549	7170	P06753
9606.ENSP00000345230	TPM4	ENSG00000167460	7171	P67936
9606.ENSP00000312304	TPMT	ENSG00000137364	7172	P51580
9606.ENSP00000318820	TPO	ENSG00000115705	7173	P07202
9606.ENSP00000299427	TPP1	ENSG00000166340	1200	O14773
9606.ENSP00000365233	TPP2	ENSG00000134900	7174	P29144
9606.ENSP00000353785	TPPP	ENSG00000171368	11076	O94811
9606.ENSP00000317595	TPPP2	ENSG00000179636	122664	P59282
9606.ENSP00000290942	TPPP3	ENSG00000159713	51673	Q9BW30
9606.ENSP00000356448	TPR	ENSG00000047410	7175	P12270
9606.ENSP00000347748	TPRA1	ENSG00000163870	131601	Q86W33
9606.ENSP00000341031	TPRG1	ENSG00000188001	285386	Q6ZUI0
9606.ENSP00000367595	TPRG1L	ENSG00000158109	127262	Q5T0D9
9606.ENSP00000272424	TPRKB	ENSG00000144034	51002	Q9Y3C4
9606.ENSP00000387100	TPRN	ENSG00000176058	286262	Q4KMQ1
9606.ENSP00000323455	TPRX1	ENSG00000178928	284355	Q8N7U7
9606.ENSP00000343577	TPSAB1	ENSG00000172236	7177	Q15661
9606.ENSP00000211076	TPSD1	ENSG00000095917	23430	Q9BZJ3
9606.ENSP00000234798	TPSG1	ENSG00000116176	25823	Q9NRR2
9606.ENSP00000302413	TPST1	ENSG00000169902	8460	O60507
9606.ENSP00000339813	TPST2	ENSG00000128294	8459	O60704
9606.ENSP00000431872	TPT1	ENSG00000133112	7178	P13693
9606.ENSP00000300403	TPX2	ENSG00000088325	22974	Q9ULW0
9606.ENSP00000297071	TRA2A	ENSG00000164548	29896	Q13595
9606.ENSP00000416959	TRA2B	ENSG00000136527	6434	P62995
9606.ENSP00000305664	TRABD	ENSG00000170638	80305	Q9H4I3
9606.ENSP00000335004	TRABD2A	ENSG00000186854	129293	Q86V40
9606.ENSP00000341268	TRADD	ENSG00000102871	8717	Q15628
9606.ENSP00000362994	TRAF1	ENSG00000056558	7185	Q13077
9606.ENSP00000247668	TRAF2	ENSG00000127191	7186	Q12933
9606.ENSP00000376500	TRAF3	ENSG00000131323	7187	Q13114
9606.ENSP00000362424	TRAF3IP1	ENSG00000204104	26146	Q8TDR0
9606.ENSP00000357750	TRAF3IP2	ENSG00000056972	10758	O43734
9606.ENSP00000355991	TRAF3IP3	ENSG00000009790	80342	Q9Y228
9606.ENSP00000262395	TRAF4	ENSG00000076604	9618	Q9BUZ4
9606.ENSP00000261464	TRAF5	ENSG00000082512	7188	O00463
9606.ENSP00000337853	TRAF6	ENSG00000175104	7189	Q9Y4K3
9606.ENSP00000318944	TRAF7	ENSG00000131653	84231	Q6Q0C0
9606.ENSP00000257604	TRAFD1	ENSG00000135148	10906	O14545
9606.ENSP00000328203	TRAIP	ENSG00000183763	10293	Q9BWF2
9606.ENSP00000328998	TRAK1	ENSG00000182606	22906	Q9UPV9
9606.ENSP00000328875	TRAK2	ENSG00000115993	66008	O60296
9606.ENSP00000262213	TRAM1	ENSG00000067167	23471	Q15629
9606.ENSP00000309402	TRAM1L1	ENSG00000174599	133022	Q8N609
9606.ENSP00000182527	TRAM2	ENSG00000065308	9697	Q15035
9606.ENSP00000416168	TRANK1	ENSG00000168016	9881	O15050
9606.ENSP00000246957	TRAP1	ENSG00000126602	10131	Q12931
9606.ENSP00000302783	TRAPPC1	ENSG00000170043	58485	Q9Y5R8
9606.ENSP00000291574	TRAPPC10	ENSG00000160218	7109	P48553
9606.ENSP00000335371	TRAPPC11	ENSG00000168538	60684	Q7Z392
9606.ENSP00000324318	TRAPPC12	ENSG00000171853	51112	Q8WVT3
9606.ENSP00000409231	TRAPPC13	ENSG00000113597	80006	A5PLN9
9606.ENSP00000392495	TRAPPC2	ENSG00000196459	6399	P0DI81
9606.ENSP00000442778	TRAPPC2B	ENSG00000256060	10597	P0DI82
9606.ENSP00000301021	TRAPPC2L	ENSG00000167515	51693	Q9UL33
9606.ENSP00000362261	TRAPPC3	ENSG00000054116	27095	O43617
9606.ENSP00000357591	TRAPPC3L	ENSG00000173626	100128327	Q5T215
9606.ENSP00000436005	TRAPPC4	ENSG00000196655	51399	Q9Y296
9606.ENSP00000316990	TRAPPC5	ENSG00000181029	126003	Q8IUR0
9606.ENSP00000006275	TRAPPC6A	ENSG00000007255	79090	O75865
9606.ENSP00000330289	TRAPPC6B	ENSG00000182400	122553	Q86SZ2
9606.ENSP00000283351	TRAPPC8	ENSG00000153339	22878	Q9Y2L5
9606.ENSP00000373979	TRAPPC9	ENSG00000167632	83696	Q96Q05
9606.ENSP00000329548	TRARG1	ENSG00000184811	286753	Q8IXB3
9606.ENSP00000295756	TRAT1	ENSG00000163519	50852	Q6PIZ9
9606.ENSP00000367030	TRDMT1	ENSG00000107614	1787	O14717
9606.ENSP00000264029	TREH	ENSG00000118094	11181	O43280
9606.ENSP00000244709	TREM1	ENSG00000124731	54210	Q9NP99
9606.ENSP00000362205	TREM2	ENSG00000095970	54209	Q9NZC2
9606.ENSP00000402855	TREML1	ENSG00000161911	340205	Q86YW5
9606.ENSP00000418767	TREML2	ENSG00000112195	79865	Q5T2D2
9606.ENSP00000342570	TREML4	ENSG00000188056	285852	Q6UXN2
9606.ENSP00000362013	TRERF1	ENSG00000124496	55809	Q96PN7
9606.ENSP00000333441	TREX2	ENSG00000183479	11219	Q9BQ50
9606.ENSP00000303452	TRH	ENSG00000170893	7200	P20396
9606.ENSP00000261180	TRHDE	ENSG00000072657	29953	Q9UKU6
9606.ENSP00000309818	TRHR	ENSG00000174417	7201	P34981
9606.ENSP00000449795	TRIAP1	ENSG00000170855	51499	O43715
9606.ENSP00000312150	TRIB1	ENSG00000173334	10221	Q96RU8
9606.ENSP00000155926	TRIB2	ENSG00000071575	28951	Q92519
9606.ENSP00000217233	TRIB3	ENSG00000101255	57761	Q96RU7
9606.ENSP00000397073	TRIM10	ENSG00000204613	10107	Q9UDY6
9606.ENSP00000284551	TRIM11	ENSG00000154370	81559	Q96F44
9606.ENSP00000343990	TRIM14	ENSG00000106785	9830	Q14142
9606.ENSP00000365884	TRIM15	ENSG00000204610	89870	Q9C019
9606.ENSP00000338989	TRIM16	ENSG00000221926	10626	O95361
9606.ENSP00000379030	TRIM16L	ENSG00000108448	147166	Q309B1
9606.ENSP00000295033	TRIM17	ENSG00000162931	51127	Q9Y577
9606.ENSP00000339659	TRIM2	ENSG00000109654	23321	Q9C040
9606.ENSP00000254436	TRIM21	ENSG00000132109	6737	P19474
9606.ENSP00000369299	TRIM22	ENSG00000132274	10346	Q8IYM9
9606.ENSP00000231524	TRIM23	ENSG00000113595	373	P36406
9606.ENSP00000340507	TRIM24	ENSG00000122779	8805	O15164
9606.ENSP00000323889	TRIM25	ENSG00000121060	7706	Q14258
9606.ENSP00000391879	TRIM26	ENSG00000234127	7726	Q12899
9606.ENSP00000366404	TRIM27	ENSG00000204713	5987	P14373
9606.ENSP00000253024	TRIM28	ENSG00000130726	10155	Q13263
9606.ENSP00000343129	TRIM29	ENSG00000137699	23650	Q14134
9606.ENSP00000340797	TRIM3	ENSG00000110171	10612	O75382
9606.ENSP00000365924	TRIM31	ENSG00000204616	11074	Q9BZY9
9606.ENSP00000363095	TRIM32	ENSG00000119401	22954	Q13049
9606.ENSP00000351250	TRIM33	ENSG00000197323	51592	Q9UPN9
9606.ENSP00000402595	TRIM34	ENSG00000258659	53840	Q9BYJ4
9606.ENSP00000301924	TRIM35	ENSG00000104228	23087	Q9UPQ4
9606.ENSP00000282369	TRIM36	ENSG00000152503	55521	Q9NQ86
9606.ENSP00000262294	TRIM37	ENSG00000108395	4591	O94972
9606.ENSP00000365844	TRIM39	ENSG00000204599	56658	Q9HCM9
9606.ENSP00000348216	TRIM4	ENSG00000146833	89122	Q9C037
9606.ENSP00000308310	TRIM40	ENSG00000204614	135644	Q6P9F5
9606.ENSP00000320869	TRIM41	ENSG00000146063	90933	Q8WV44
9606.ENSP00000286349	TRIM42	ENSG00000155890	287015	Q8IWZ5
9606.ENSP00000272395	TRIM43	ENSG00000144015	129868	Q96BQ3
9606.ENSP00000299413	TRIM44	ENSG00000166326	54765	Q96DX7
9606.ENSP00000256649	TRIM45	ENSG00000134253	80263	Q9H8W5
9606.ENSP00000334657	TRIM46	ENSG00000163462	80128	Q7Z4K8
9606.ENSP00000402414	TRIM48	ENSG00000150244	79097	Q8IWZ4
9606.ENSP00000327604	TRIM49	ENSG00000168930	57093	P0CI25
9606.ENSP00000330216	TRIM49B	ENSG00000182053	283116	A6NDI0
9606.ENSP00000388299	TRIM49C	ENSG00000204449	642612	P0CI26
9606.ENSP00000369373	TRIM5	ENSG00000132256	85363	Q9C035
9606.ENSP00000327994	TRIM50	ENSG00000146755	135892	Q86XT4
9606.ENSP00000395086	TRIM51	ENSG00000124900	84767	Q9BSJ1
9606.ENSP00000296098	TRIM54	ENSG00000138100	57159	Q9BYV2
9606.ENSP00000323913	TRIM55	ENSG00000147573	84675	Q9BYV6
9606.ENSP00000305161	TRIM56	ENSG00000169871	81844	Q9BRZ2
9606.ENSP00000355437	TRIM58	ENSG00000162722	25893	Q8NG06
9606.ENSP00000311219	TRIM59	ENSG00000213186	286827	Q8IWR1
9606.ENSP00000369440	TRIM6	ENSG00000121236	117854	Q9C030
9606.ENSP00000343765	TRIM60	ENSG00000176979	166655	Q495X7
9606.ENSP00000332288	TRIM61	ENSG00000183439	391712	Q5EBN2
9606.ENSP00000291416	TRIM62	ENSG00000116525	55223	Q9BVG3
9606.ENSP00000363390	TRIM63	ENSG00000158022	84676	Q969Q1
9606.ENSP00000332969	TRIM64B	ENSG00000189253	642446	A6NI03
9606.ENSP00000269383	TRIM65	ENSG00000141569	201292	Q6PJ69
9606.ENSP00000384876	TRIM66	ENSG00000166436	9866	O15016
9606.ENSP00000355613	TRIM67	ENSG00000119283	440730	Q6ZTA4
9606.ENSP00000300747	TRIM68	ENSG00000167333	55128	Q6AZZ1
9606.ENSP00000332284	TRIM69	ENSG00000185880	140691	Q86WT6
9606.ENSP00000274773	TRIM7	ENSG00000146054	81786	Q9C029
9606.ENSP00000373272	TRIM71	ENSG00000206557	131405	Q2Q1W2
9606.ENSP00000312675	TRIM72	ENSG00000177238	493829	Q6ZMU5
9606.ENSP00000318615	TRIM73	ENSG00000178809	375593	Q86UV7
9606.ENSP00000285805	TRIM74	ENSG00000155428	378108	Q86UV6
9606.ENSP00000302120	TRIM8	ENSG00000171206	81603	Q9BZR9
9606.ENSP00000298355	TRIM9	ENSG00000100505	114088	Q9C026
9606.ENSP00000327738	TRIML1	ENSG00000184108	339976	Q8N9V2
9606.ENSP00000422581	TRIML2	ENSG00000179046	205860	Q8N7C3
9606.ENSP00000339299	TRIO	ENSG00000038382	7204	O75962
9606.ENSP00000384312	TRIOBP	ENSG00000100106	11078	Q9H2D6
9606.ENSP00000320493	TRIP10	ENSG00000125733	9322	Q15642
9606.ENSP00000267622	TRIP11	ENSG00000100815	9321	Q15643
9606.ENSP00000283943	TRIP12	ENSG00000153827	9320	Q14669
9606.ENSP00000166345	TRIP13	ENSG00000071539	9319	Q15645
9606.ENSP00000261884	TRIP4	ENSG00000103671	9325	Q15650
9606.ENSP00000200457	TRIP6	ENSG00000087077	7205	Q15654
9606.ENSP00000368138	TRIQK	ENSG00000205133	286144	Q629K1
9606.ENSP00000242784	TRIR	ENSG00000123144	79002	Q9BQ61
9606.ENSP00000321810	TRIT1	ENSG00000043514	54802	Q9H3H1
9606.ENSP00000364260	TRMO	ENSG00000136932	51531	Q9BU70
9606.ENSP00000350352	TRMT1	ENSG00000104907	55621	Q9NXH9
9606.ENSP00000273962	TRMT10A	ENSG00000145331	93587	Q8TBZ6
9606.ENSP00000297994	TRMT10B	ENSG00000165275	158234	Q6PF06
9606.ENSP00000312356	TRMT10C	ENSG00000174173	54931	Q7L0Y3
9606.ENSP00000333934	TRMT11	ENSG00000066651	60487	Q7Z4G4
9606.ENSP00000438349	TRMT112	ENSG00000173113	51504	Q9UI30
9606.ENSP00000329858	TRMT12	ENSG00000183665	55039	Q53H54
9606.ENSP00000359160	TRMT13	ENSG00000122435	54482	Q9NUP7
9606.ENSP00000356476	TRMT1L	ENSG00000121486	81627	Q7Z2T5
9606.ENSP00000252136	TRMT2A	ENSG00000099899	27037	Q8IZ69
9606.ENSP00000362026	TRMT2B	ENSG00000188917	79979	Q96GJ1
9606.ENSP00000374387	TRMT44	ENSG00000155275	152992	Q8IYL2
9606.ENSP00000261249	TRMT5	ENSG00000126814	57570	Q32P41
9606.ENSP00000203001	TRMT6	ENSG00000089195	51605	Q9UJA5
9606.ENSP00000374399	TRMT61A	ENSG00000166166	115708	Q96FX7
9606.ENSP00000302801	TRMT61B	ENSG00000171103	55006	Q9BVS5
9606.ENSP00000432695	TRMT9B	ENSG00000250305	57604	Q9P272
9606.ENSP00000290846	TRMU	ENSG00000100416	55687	O75648
9606.ENSP00000362936	TRNAU1AP	ENSG00000180098	54952	Q9NX07
9606.ENSP00000429216	TRNP1	ENSG00000253368	388610	Q6NT89
9606.ENSP00000251607	TRNT1	ENSG00000072756	51095	Q96Q11
9606.ENSP00000173898	TRO	ENSG00000067445	7216	Q12816
9606.ENSP00000257909	TROAP	ENSG00000135451	10024	Q12815
9606.ENSP00000262209	TRPA1	ENSG00000104321	8989	O75762
9606.ENSP00000273482	TRPC1	ENSG00000144935	7220	P48995
9606.ENSP00000368966	TRPC3	ENSG00000138741	7222	Q13507
9606.ENSP00000252015	TRPC4AP	ENSG00000100991	26133	Q8TEL6
9606.ENSP00000262839	TRPC5	ENSG00000072315	7224	Q9UL62
9606.ENSP00000340913	TRPC6	ENSG00000137672	7225	Q9Y210
9606.ENSP00000426070	TRPC7	ENSG00000069018	57113	Q9HCX4
9606.ENSP00000380897	TRPM1	ENSG00000134160	4308	Q7Z4N2
9606.ENSP00000300482	TRPM2	ENSG00000142185	7226	O94759
9606.ENSP00000366314	TRPM3	ENSG00000083067	80036	Q9HCF6
9606.ENSP00000252826	TRPM4	ENSG00000130529	54795	Q8TD43
9606.ENSP00000155858	TRPM5	ENSG00000070985	29850	Q9NZQ8
9606.ENSP00000354006	TRPM6	ENSG00000119121	140803	Q9BX84
9606.ENSP00000320239	TRPM7	ENSG00000092439	54822	Q96QT4
9606.ENSP00000323926	TRPM8	ENSG00000144481	79054	Q7Z2W7
9606.ENSP00000379065	TRPS1	ENSG00000104447	7227	Q9UHF7
9606.ENSP00000378050	TRPT1	ENSG00000149743	83707	Q86TN4
9606.ENSP00000382659	TRPV1	ENSG00000196689	7442	Q8NER1
9606.ENSP00000459962	TRPV1	ENSG00000196689	7442	Q8NER1
9606.ENSP00000342222	TRPV2	ENSG00000187688	51393	Q9Y5S1
9606.ENSP00000461518	TRPV3	ENSG00000167723	162514	Q8NET8
9606.ENSP00000261740	TRPV4	ENSG00000111199	59341	Q9HBA0
9606.ENSP00000265310	TRPV5	ENSG00000127412	56302	Q9NQA5
9606.ENSP00000352358	TRPV6	ENSG00000165125	55503	Q9H1D0
9606.ENSP00000347733	TRRAP	ENSG00000196367	8295	Q9Y4A5
9606.ENSP00000298746	TRUB1	ENSG00000165832	142940	Q8WWH5
9606.ENSP00000361982	TRUB2	ENSG00000167112	26995	O95900
9606.ENSP00000357234	TSACC	ENSG00000163467	128229	Q96A04
9606.ENSP00000415517	TSBP1	ENSG00000204296	10665	Q5SRN2
9606.ENSP00000298552	TSC1	ENSG00000165699	7248	Q92574
9606.ENSP00000219476	TSC2	ENSG00000103197	7249	P49815
9606.ENSP00000397435	TSC22D1	ENSG00000102804	8848	Q15714
9606.ENSP00000354543	TSC22D2	ENSG00000196428	9819	O75157
9606.ENSP00000314655	TSC22D3	ENSG00000157514	1831	Q99576
9606.ENSP00000300181	TSC22D4	ENSG00000166925	81628	Q9Y3Q8
9606.ENSP00000355299	TSEN15	ENSG00000198860	116461	Q8WW01
9606.ENSP00000284995	TSEN2	ENSG00000154743	80746	Q8NCE0
9606.ENSP00000305524	TSEN34	ENSG00000170892	79042	Q9BSV6
9606.ENSP00000327487	TSEN54	ENSG00000182173	283989	Q7Z6J9
9606.ENSP00000313877	TSFM	ENSG00000123297	10102	P43897
9606.ENSP00000251968	TSG101	ENSG00000074319	7251	Q99816
9606.ENSP00000347161	TSGA10	ENSG00000135951	80705	Q9BZW7
9606.ENSP00000348996	TSGA13	ENSG00000213265	114960	Q96PP4
9606.ENSP00000256592	TSHB	ENSG00000134200	7252	P01222
9606.ENSP00000298171	TSHR	ENSG00000165409	7253	P16473
9606.ENSP00000323584	TSHZ1	ENSG00000179981	10194	Q6ZSZ6
9606.ENSP00000360552	TSHZ2	ENSG00000182463	128553	Q9NRE2
9606.ENSP00000240587	TSHZ3	ENSG00000121297	57616	Q63HK5
9606.ENSP00000246801	TSKS	ENSG00000126467	60385	Q9UJT2
9606.ENSP00000332668	TSKU	ENSG00000182704	25987	Q8WUA8
9606.ENSP00000339804	TSLP	ENSG00000145777	85480	Q969D9
9606.ENSP00000374332	TSN	ENSG00000211460	7247	Q15631
9606.ENSP00000303437	TSNARE1	ENSG00000171045	203062	Q96NA8
9606.ENSP00000355599	TSNAX	ENSG00000116918	7257	Q99598
9606.ENSP00000373485	TSNAXIP1	ENSG00000102904	55815	Q2TAA8
9606.ENSP00000361072	TSPAN1	ENSG00000117472	10103	O60635
9606.ENSP00000261177	TSPAN11	ENSG00000110900	441631	A1L157
9606.ENSP00000222747	TSPAN12	ENSG00000106025	23554	O95859
9606.ENSP00000262067	TSPAN13	ENSG00000106537	27075	O95857
9606.ENSP00000361229	TSPAN14	ENSG00000108219	81619	Q8NG11
9606.ENSP00000362387	TSPAN15	ENSG00000099282	23555	O95858
9606.ENSP00000319486	TSPAN16	ENSG00000130167	26526	Q9UKR8
9606.ENSP00000309036	TSPAN17	ENSG00000048140	26262	Q96FV3
9606.ENSP00000339820	TSPAN18	ENSG00000157570	90139	Q96SJ8
9606.ENSP00000433816	TSPAN19	ENSG00000231738	144448	P0C672
9606.ENSP00000358529	TSPAN2	ENSG00000134198	10100	O60636
9606.ENSP00000267970	TSPAN3	ENSG00000140391	10099	O60637
9606.ENSP00000257910	TSPAN31	ENSG00000135452	6302	Q12999
9606.ENSP00000182290	TSPAN32	ENSG00000064201	10077	Q96QS1
9606.ENSP00000380552	TSPAN4	ENSG00000214063	7106	O14817
9606.ENSP00000307701	TSPAN5	ENSG00000168785	10098	P62079
9606.ENSP00000362111	TSPAN6	ENSG00000000003	7105	O43657
9606.ENSP00000367743	TSPAN7	ENSG00000156298	7102	P41732
9606.ENSP00000247829	TSPAN8	ENSG00000127324	7103	P19075
9606.ENSP00000011898	TSPAN9	ENSG00000011105	10867	O75954
9606.ENSP00000321987	TSPEAR	ENSG00000175894	54084	Q8WU66
9606.ENSP00000328973	TSPO	ENSG00000100300	706	B1AH88
9606.ENSP00000328973	TSPO	ENSG00000100300	706	P30536
9606.ENSP00000362255	TSPO2	ENSG00000112212	222642	Q5TGU0
9606.ENSP00000345824	TSPOAP1	ENSG00000005379	9256	O95153
9606.ENSP00000403304	TSPY1	ENSG00000258992	7258	Q01534
9606.ENSP00000406407	TSPY10	ENSG00000236424	100289087	P0CW01
9606.ENSP00000314077	TSPY2	ENSG00000168757	64591	A6NKD2
9606.ENSP00000398163	TSPY3	ENSG00000228927	728137	P0CV98
9606.ENSP00000399668	TSPY4	ENSG00000233803	728395	P0CV99
9606.ENSP00000357597	TSPYL1	ENSG00000189241	7259	Q9H0U9
9606.ENSP00000364591	TSPYL2	ENSG00000184205	64061	Q9H2G4
9606.ENSP00000410943	TSPYL4	ENSG00000187189	23270	Q9UJ04
9606.ENSP00000322802	TSPYL5	ENSG00000180543	85453	Q86VY4
9606.ENSP00000417919	TSPYL6	ENSG00000178021	388951	Q8N831
9606.ENSP00000301364	TSR1	ENSG00000167721	55720	Q2NL82
9606.ENSP00000364293	TSR2	ENSG00000158526	90121	Q969E8
9606.ENSP00000007390	TSR3	ENSG00000007520	115939	Q9UJK0
9606.ENSP00000331087	TSSC4	ENSG00000184281	10078	Q9Y5U2
9606.ENSP00000375081	TSSK1B	ENSG00000212122	83942	Q9BXA7
9606.ENSP00000382544	TSSK2	ENSG00000206203	23617	Q96PF2
9606.ENSP00000362634	TSSK3	ENSG00000162526	81629	Q96PN8
9606.ENSP00000339179	TSSK4	ENSG00000139908	283629	Q6SA08
9606.ENSP00000249042	TST	ENSG00000128311	7263	Q16762
9606.ENSP00000398803	TSTA3	ENSG00000104522	7264	Q13630
9606.ENSP00000388293	TSTD1	ENSG00000215845	100131187	Q8NFU3
9606.ENSP00000342499	TSTD2	ENSG00000136925	158427	Q5T7W7
9606.ENSP00000259750	TTBK1	ENSG00000146216	84630	Q5TCY1
9606.ENSP00000267890	TTBK2	ENSG00000128881	146057	Q6IQ55
9606.ENSP00000231238	TTC1	ENSG00000113312	7265	Q99614
9606.ENSP00000433757	TTC12	ENSG00000149292	54970	Q9H892
9606.ENSP00000355621	TTC13	ENSG00000143643	79573	Q8NBP0
9606.ENSP00000296015	TTC14	ENSG00000163728	151613	Q96N46
9606.ENSP00000362386	TTC16	ENSG00000167094	158248	Q8NEE8
9606.ENSP00000039989	TTC17	ENSG00000052841	55761	Q96AE7
9606.ENSP00000261647	TTC19	ENSG00000011295	54902	Q6DKK2
9606.ENSP00000398211	TTC21A	ENSG00000168026	199223	Q8NDW8
9606.ENSP00000243344	TTC21B	ENSG00000123607	79809	Q7Z4L5
9606.ENSP00000360323	TTC22	ENSG00000006555	55001	Q5TAA0
9606.ENSP00000262074	TTC23	ENSG00000103852	64927	Q5W5X9
9606.ENSP00000422188	TTC23L	ENSG00000205838	153657	Q6PF05
9606.ENSP00000357219	TTC24	ENSG00000187862	164118	A2A3L6
9606.ENSP00000419279	TTC26	ENSG00000105948	79989	A0AVF1
9606.ENSP00000313953	TTC27	ENSG00000018699	55622	Q6P3X3
9606.ENSP00000381003	TTC28	ENSG00000100154	23331	Q96AY4
9606.ENSP00000316740	TTC29	ENSG00000137473	83894	Q8NA56
9606.ENSP00000346791	TTC3	ENSG00000182670	7267	P53804
9606.ENSP00000347915	TTC30A	ENSG00000197557	92104	Q86WT1
9606.ENSP00000386181	TTC30B	ENSG00000196659	150737	Q8N4P2
9606.ENSP00000233623	TTC31	ENSG00000115282	64427	Q49AM3
9606.ENSP00000333018	TTC32	ENSG00000183891	130502	Q5I0X7
9606.ENSP00000338533	TTC33	ENSG00000113638	23548	Q6PID6
9606.ENSP00000383873	TTC34	ENSG00000215912	100287898	A8MYJ7
9606.ENSP00000307640	TTC36	ENSG00000172425	143941	A6NLP5
9606.ENSP00000351596	TTC37	ENSG00000198677	9652	Q6PGP7
9606.ENSP00000370419	TTC38	ENSG00000075234	55020	Q5R3I4
9606.ENSP00000406144	TTC39A	ENSG00000085831	22996	Q5SRH9
9606.ENSP00000422496	TTC39B	ENSG00000155158	158219	Q5VTQ0
9606.ENSP00000323645	TTC39C	ENSG00000168234	125488	Q8N584
9606.ENSP00000360329	TTC4	ENSG00000243725	7268	O95801
9606.ENSP00000258821	TTC5	ENSG00000136319	91875	Q8N0Z6
9606.ENSP00000451131	TTC6	ENSG00000139865	319089	Q86TZ1
9606.ENSP00000316699	TTC7A	ENSG00000068724	57217	Q9ULT0
9606.ENSP00000336127	TTC7B	ENSG00000165914	145567	Q86TV6
9606.ENSP00000370031	TTC8	ENSG00000165533	123016	Q8TAM2
9606.ENSP00000256367	TTC9	ENSG00000133985	23508	Q92623
9606.ENSP00000311760	TTC9B	ENSG00000174521	148014	Q8N6N2
9606.ENSP00000325266	TTC9C	ENSG00000162222	283237	Q8N5M4
9606.ENSP00000333920	TTF1	ENSG00000125482	7270	Q15361
9606.ENSP00000358478	TTF2	ENSG00000116830	8458	Q9UNY4
9606.ENSP00000362546	TTI1	ENSG00000101407	9675	O43156
9606.ENSP00000353971	TTI2	ENSG00000129696	80185	Q6NXR4
9606.ENSP00000358813	TTK	ENSG00000112742	7272	P33981
9606.ENSP00000233336	TTL	ENSG00000114999	150465	Q8NG68
9606.ENSP00000266254	TTLL1	ENSG00000100271	25809	O95922
9606.ENSP00000368591	TTLL10	ENSG00000162571	254173	Q6ZVT0
9606.ENSP00000321346	TTLL11	ENSG00000175764	158135	Q8NHH1
9606.ENSP00000216129	TTLL12	ENSG00000100304	23170	Q14166
9606.ENSP00000239587	TTLL2	ENSG00000120440	83887	Q9BWV7
9606.ENSP00000392549	TTLL3	ENSG00000214021	26140	Q9Y4R7
9606.ENSP00000258398	TTLL4	ENSG00000135912	9654	Q14679
9606.ENSP00000298832	TTLL5	ENSG00000119685	23093	Q6EMB2
9606.ENSP00000377043	TTLL6	ENSG00000170703	284076	Q8N841
9606.ENSP00000260505	TTLL7	ENSG00000137941	79739	Q6ZT98
9606.ENSP00000392252	TTLL8	ENSG00000138892	164714	A6PVC2
9606.ENSP00000365105	TTLL9	ENSG00000131044	164395	Q3SXZ7
9606.ENSP00000343764	TTN	ENSG00000155657	7273	Q8WZ42
9606.ENSP00000260116	TTPA	ENSG00000137561	7274	P49638
