STRING_id	gene_symbol	ensembl_id	entrezgene	uniprot_id
9606.ENSP00000280333	DOCK1	ENSG00000150760	1793	Q14185
9606.ENSP00000258390	DOCK10	ENSG00000135905	55619	Q96BY6
9606.ENSP00000276202	DOCK11	ENSG00000147251	139818	Q5JSL3
9606.ENSP00000256935	DOCK2	ENSG00000134516	1794	Q92608
9606.ENSP00000266037	DOCK3	ENSG00000088538	1795	Q8IZD9
9606.ENSP00000404179	DOCK4	ENSG00000128512	9732	Q8N1I0
9606.ENSP00000276440	DOCK5	ENSG00000147459	80005	Q9H7D0
9606.ENSP00000294618	DOCK6	ENSG00000130158	57572	Q96HP0
9606.ENSP00000340742	DOCK7	ENSG00000116641	85440	Q96N67
9606.ENSP00000408464	DOCK8	ENSG00000107099	81704	Q8NF50
9606.ENSP00000365643	DOCK9	ENSG00000088387	23348	Q9BZ29
9606.ENSP00000233668	DOK1	ENSG00000115325	1796	Q99704
9606.ENSP00000276420	DOK2	ENSG00000147443	9046	O60496
9606.ENSP00000349727	DOK3	ENSG00000146094	79930	Q7L591
9606.ENSP00000344277	DOK4	ENSG00000125170	55715	Q8TEW6
9606.ENSP00000262593	DOK5	ENSG00000101134	55816	Q9P104
9606.ENSP00000372160	DOK6	ENSG00000206052	220164	Q6PKX4
9606.ENSP00000344432	DOK7	ENSG00000175920	285489	Q18PE1
9606.ENSP00000361667	DOLK	ENSG00000175283	22845	Q9UPQ8
9606.ENSP00000361625	DOLPP1	ENSG00000167130	57171	Q86YN1
9606.ENSP00000307143	DONSON	ENSG00000159147	29980	Q9NYP3
9606.ENSP00000195654	DOP1A	ENSG00000083097	23033	Q5JWR5
9606.ENSP00000382104	DOP1B	ENSG00000142197	9980	Q9Y3R5
9606.ENSP00000381657	DOT1L	ENSG00000104885	84444	Q8TEK3
9606.ENSP00000346142	DPAGT1	ENSG00000172269	1798	Q9H3H5
9606.ENSP00000359170	DPCD	ENSG00000166171	25911	Q9BVM2
9606.ENSP00000261615	DPEP1	ENSG00000015413	1800	P16444
9606.ENSP00000377430	DPEP2	ENSG00000167261	64174	Q9H4A9
9606.ENSP00000268793	DPEP3	ENSG00000141096	64180	Q9H4B8
9606.ENSP00000347716	DPF1	ENSG00000011332	8193	Q92782
9606.ENSP00000436901	DPF2	ENSG00000133884	5977	Q92785
9606.ENSP00000370614	DPF3	ENSG00000205683	8110	Q92784
9606.ENSP00000263083	DPH1	ENSG00000108963	1801	Q9BZG8
9606.ENSP00000255108	DPH2	ENSG00000132768	1802	Q9BQC3
9606.ENSP00000419599	DPH3	ENSG00000154813	285381	Q96FX2
9606.ENSP00000359127	DPH5	ENSG00000117543	51611	Q9H2P9
9606.ENSP00000256538	DPH6	ENSG00000134146	89978	Q7L8W6
9606.ENSP00000277540	DPH7	ENSG00000148399	92715	Q9BTV6
9606.ENSP00000360644	DPM1	ENSG00000000419	8813	O60762
9606.ENSP00000322181	DPM2	ENSG00000136908	8818	O94777
9606.ENSP00000357384	DPM3	ENSG00000179085	54344	Q9P2X0
9606.ENSP00000376855	DPP10	ENSG00000175497	57628	Q8N608
9606.ENSP00000353731	DPP4	ENSG00000197635	1803	P27487
9606.ENSP00000367001	DPP6	ENSG00000130226	1804	P42658
9606.ENSP00000360635	DPP7	ENSG00000176978	29952	Q9UHL4
9606.ENSP00000339208	DPP8	ENSG00000074603	54878	Q6V1X1
9606.ENSP00000262960	DPP9	ENSG00000142002	91039	Q86TI2
9606.ENSP00000417710	DPPA2	ENSG00000163530	151871	Q7Z7J5
9606.ENSP00000339250	DPPA3	ENSG00000187569	359787	Q6W0C5
9606.ENSP00000335306	DPPA4	ENSG00000121570	55211	Q7L190
9606.ENSP00000359396	DPPA5	ENSG00000203909	340168	A6NC42
9606.ENSP00000365838	DPRX	ENSG00000204595	503834	A6NFQ7
9606.ENSP00000356791	DPT	ENSG00000143196	1805	Q07507
9606.ENSP00000308695	DPY19L1	ENSG00000173852	23333	Q2PZI1
9606.ENSP00000315988	DPY19L2	ENSG00000177990	283417	Q6NUT2
9606.ENSP00000344937	DPY19L3	ENSG00000178904	147991	Q6ZPD9
9606.ENSP00000389630	DPY19L4	ENSG00000156162	286148	Q7Z388
9606.ENSP00000295066	DPY30	ENSG00000162961	84661	Q9C005
9606.ENSP00000359211	DPYD	ENSG00000188641	1806	Q12882
9606.ENSP00000276651	DPYS	ENSG00000147647	1807	Q14117
9606.ENSP00000309539	DPYSL2	ENSG00000092964	1808	Q16555
9606.ENSP00000343690	DPYSL3	ENSG00000113657	1809	Q14195
9606.ENSP00000339850	DPYSL4	ENSG00000151640	10570	O14531
9606.ENSP00000288699	DPYSL5	ENSG00000157851	56896	Q9BPU6
9606.ENSP00000377523	DQX1	ENSG00000144045	165545	Q8TE96
9606.ENSP00000359290	DR1	ENSG00000117505	1810	Q01658
9606.ENSP00000258534	DRAM1	ENSG00000136048	55332	Q8N682
9606.ENSP00000286692	DRAM2	ENSG00000156171	128338	Q6UX65
9606.ENSP00000307850	DRAP1	ENSG00000175550	10589	Q14919
9606.ENSP00000294485	DRAXIN	ENSG00000162490	374946	Q8NBI3
9606.ENSP00000288710	DRC1	ENSG00000157856	92749	Q96MC2
9606.ENSP00000326870	DRC3	ENSG00000171962	83450	Q9H069
9606.ENSP00000353942	DRC7	ENSG00000159625	84229	Q8IY82
9606.ENSP00000354859	DRD2	ENSG00000149295	1813	P14416
9606.ENSP00000373169	DRD3	ENSG00000151577	1814	P35462
9606.ENSP00000176183	DRD4	ENSG00000069696	1815	P21917
9606.ENSP00000306129	DRD5	ENSG00000169676	1816	P21918
9606.ENSP00000329715	DRG1	ENSG00000185721	4733	Q9Y295
9606.ENSP00000225729	DRG2	ENSG00000108591	1819	P55039
9606.ENSP00000401653	DRGX	ENSG00000165606	644168	A6NNA5
9606.ENSP00000316137	DRICH1	ENSG00000189269	51233	Q6PGQ1
9606.ENSP00000339845	DROSHA	ENSG00000113360	29102	Q9NRR4
9606.ENSP00000378635	DRP2	ENSG00000102385	1821	Q13474
9606.ENSP00000257198	DSC1	ENSG00000134765	1823	Q08554
9606.ENSP00000280904	DSC2	ENSG00000134755	1824	Q02487
9606.ENSP00000353608	DSC3	ENSG00000134762	1825	Q14574
9606.ENSP00000383303	DSCAM	ENSG00000171587	1826	O60469
9606.ENSP00000315465	DSCAML1	ENSG00000177103	57453	Q8TD84
9606.ENSP00000322180	DSCC1	ENSG00000136982	79075	Q9BVC3
9606.ENSP00000332151	DSE	ENSG00000111817	29940	Q9UL01
9606.ENSP00000310565	DSEL	ENSG00000171451	92126	Q8IZU8
9606.ENSP00000257192	DSG1	ENSG00000134760	1828	Q02413
9606.ENSP00000261590	DSG2	ENSG00000046604	1829	Q14126
9606.ENSP00000257189	DSG3	ENSG00000134757	1830	P32926
9606.ENSP00000352785	DSG4	ENSG00000175065	147409	Q86SJ6
9606.ENSP00000369129	DSP	ENSG00000096696	1832	P15924
9606.ENSP00000244364	DST	ENSG00000151914	667	Q03001
9606.ENSP00000246069	DSTN	ENSG00000125868	11034	P60981
9606.ENSP00000356130	DSTYK	ENSG00000133059	25778	Q6XUX3
9606.ENSP00000366672	DTD1	ENSG00000125821	92675	Q8TEA8
9606.ENSP00000312224	DTD2	ENSG00000129480	112487	Q96FN9
9606.ENSP00000401597	DTHD1	ENSG00000197057	401124	Q6ZMT9
9606.ENSP00000355958	DTL	ENSG00000143476	51514	Q9NZJ0
9606.ENSP00000382064	DTNA	ENSG00000134769	1837	Q9Y4J8
9606.ENSP00000384084	DTNB	ENSG00000138101	1838	O60941
9606.ENSP00000341680	DTNBP1	ENSG00000047579	84062	Q96EV8
9606.ENSP00000251250	DTWD1	ENSG00000104047	56986	Q8N5C7
9606.ENSP00000425048	DTWD2	ENSG00000169570	285605	Q8NBA8
9606.ENSP00000257600	DTX1	ENSG00000135144	1840	Q86Y01
9606.ENSP00000322885	DTX2	ENSG00000091073	113878	Q86UW9
9606.ENSP00000338050	DTX3	ENSG00000178498	196403	Q8N9I9
9606.ENSP00000296161	DTX3L	ENSG00000163840	151636	Q8TDB6
9606.ENSP00000227451	DTX4	ENSG00000110042	23220	Q9Y2E6
9606.ENSP00000304802	DTYMK	ENSG00000168393	1841	P23919
9606.ENSP00000317997	DUOX1	ENSG00000137857	53905	Q9NRD9
9606.ENSP00000373691	DUOX2	ENSG00000140279	50506	Q9NRD8
9606.ENSP00000267803	DUOXA1	ENSG00000140254	90527	Q1HG43
9606.ENSP00000319705	DUOXA2	ENSG00000140274	405753	Q1HG44
9606.ENSP00000340609	DUPD1	ENSG00000188716	338599	Q68J44
9606.ENSP00000303515	DUS1L	ENSG00000169718	64118	Q6P1R4
9606.ENSP00000351769	DUS2	ENSG00000167264	54920	Q9NX74
9606.ENSP00000311977	DUS3L	ENSG00000141994	56931	Q96G46
9606.ENSP00000265720	DUS4L	ENSG00000105865	11062	O95620
9606.ENSP00000239223	DUSP1	ENSG00000120129	1843	P28562
9606.ENSP00000355866	DUSP10	ENSG00000143507	11221	Q9Y6W6
9606.ENSP00000272444	DUSP11	ENSG00000144048	8446	O75319
9606.ENSP00000356920	DUSP12	ENSG00000081721	11266	Q9UNI6
9606.ENSP00000452702	DUSP13	ENSG00000079393	51207	Q9UII6
9606.ENSP00000452702	DUSP13	ENSG00000079393	51207	Q6B8I1
9606.ENSP00000341658	DUSP15	ENSG00000149599	128853	Q9H1R2
9606.ENSP00000228862	DUSP16	ENSG00000111266	80824	Q9BY84
9606.ENSP00000333917	DUSP18	ENSG00000167065	150290	Q8NEJ0
9606.ENSP00000346160	DUSP19	ENSG00000162999	142679	Q8WTR2
9606.ENSP00000288943	DUSP2	ENSG00000158050	1844	Q05923
9606.ENSP00000343244	DUSP21	ENSG00000189037	63904	Q9H596
9606.ENSP00000345281	DUSP22	ENSG00000112679	56940	Q9NRW4
9606.ENSP00000357087	DUSP23	ENSG00000158716	54935	Q9BVJ7
9606.ENSP00000256261	DUSP26	ENSG00000133878	78986	Q9BV47
9606.ENSP00000271385	DUSP27	ENSG00000198842	92235	Q5VZP5
9606.ENSP00000344235	DUSP28	ENSG00000188542	285193	Q4G0W2
9606.ENSP00000226004	DUSP3	ENSG00000108861	1845	P51452
9606.ENSP00000240100	DUSP4	ENSG00000120875	1846	Q13115
9606.ENSP00000358596	DUSP5	ENSG00000138166	1847	Q16690
9606.ENSP00000279488	DUSP6	ENSG00000139318	1848	Q16828
9606.ENSP00000417183	DUSP7	ENSG00000164086	1849	Q16829
9606.ENSP00000329539	DUSP8	ENSG00000184545	1850	Q13202
9606.ENSP00000345853	DUSP9	ENSG00000130829	1852	Q99956
9606.ENSP00000370376	DUT	ENSG00000128951	1854	P33316
9606.ENSP00000452398	DUXA	ENSG00000258873	503835	A6NLW8
9606.ENSP00000368169	DVL1	ENSG00000107404	1855	O14640
9606.ENSP00000005340	DVL2	ENSG00000004975	1856	O14641
9606.ENSP00000316054	DVL3	ENSG00000161202	1857	Q92997
9606.ENSP00000337759	DXO	ENSG00000204348	1797	O77932
9606.ENSP00000361276	DYDC1	ENSG00000170788	143241	Q8WWB3
9606.ENSP00000256039	DYDC2	ENSG00000133665	84332	Q96IM9
9606.ENSP00000269445	DYM	ENSG00000141627	54808	Q7RTS9
9606.ENSP00000315265	DYNAP	ENSG00000178690	284254	Q8N1N2
9606.ENSP00000348965	DYNC1H1	ENSG00000197102	1778	Q14204
9606.ENSP00000320130	DYNC1I1	ENSG00000158560	1780	O14576
9606.ENSP00000380308	DYNC1I2	ENSG00000077380	1781	Q13409
9606.ENSP00000273130	DYNC1LI1	ENSG00000144635	51143	Q9Y6G9
9606.ENSP00000258198	DYNC1LI2	ENSG00000135720	1783	O43237
9606.ENSP00000381167	DYNC2H1	ENSG00000187240	79659	Q8NCM8
9606.ENSP00000260605	DYNC2LI1	ENSG00000138036	51626	Q8TCX1
9606.ENSP00000242577	DYNLL1	ENSG00000088986	8655	P63167
9606.ENSP00000349679	DYNLRB1	ENSG00000125971	83658	Q9NP97
9606.ENSP00000302936	DYNLRB2	ENSG00000168589	83657	Q8TF09
9606.ENSP00000356056	DYNLT1	ENSG00000146425	6993	P63172
9606.ENSP00000367841	DYNLT3	ENSG00000165169	6990	P51808
9606.ENSP00000381932	DYRK1A	ENSG00000157540	1859	Q13627
9606.ENSP00000312789	DYRK1B	ENSG00000105204	9149	Q9Y463
9606.ENSP00000342105	DYRK2	ENSG00000127334	8445	Q92630
9606.ENSP00000356076	DYRK3	ENSG00000143479	8444	O43781
9606.ENSP00000010132	DYRK4	ENSG00000010219	8798	Q9NR20
9606.ENSP00000386881	DYSF	ENSG00000135636	8291	O75923
9606.ENSP00000396593	DYTN	ENSG00000232125	391475	A2CJ06
9606.ENSP00000262547	DZANK1	ENSG00000089091	55184	Q9NVP4
9606.ENSP00000257312	DZIP1	ENSG00000134874	22873	Q86YF9
9606.ENSP00000332148	DZIP1L	ENSG00000158163	199221	Q8IYY4
9606.ENSP00000355028	DZIP3	ENSG00000198919	9666	Q86Y13
9606.ENSP00000345571	E2F1	ENSG00000101412	1869	Q01094
9606.ENSP00000355249	E2F2	ENSG00000007968	1870	Q14209
9606.ENSP00000262904	E2F3	ENSG00000112242	1871	O00716
9606.ENSP00000368686	E2F4	ENSG00000205250	1874	Q16254
9606.ENSP00000398124	E2F5	ENSG00000133740	1875	Q15329
9606.ENSP00000370936	E2F6	ENSG00000169016	1876	O75461
9606.ENSP00000323246	E2F7	ENSG00000165891	144455	Q96AV8
9606.ENSP00000250024	E2F8	ENSG00000129173	79733	A0AVK6
9606.ENSP00000301727	E4F1	ENSG00000167967	1877	Q66K89
9606.ENSP00000380054	EAF1	ENSG00000144597	85403	Q96JC9
9606.ENSP00000273668	EAF2	ENSG00000145088	55840	Q96CJ1
9606.ENSP00000250454	EAPP	ENSG00000129518	55837	Q56P03
9606.ENSP00000337675	EBAG9	ENSG00000147654	9166	O00559
9606.ENSP00000322898	EBF1	ENSG00000164330	1879	Q9UH73
9606.ENSP00000430241	EBF2	ENSG00000221818	64641	Q9HAK2
9606.ENSP00000357637	EBF3	ENSG00000108001	253738	Q9H4W6
9606.ENSP00000370022	EBF4	ENSG00000088881	57593	Q9BQW3
9606.ENSP00000221847	EBI3	ENSG00000105246	10148	Q14213
9606.ENSP00000432104	EBLN2	ENSG00000255423	55096	Q6P2I7
9606.ENSP00000407323	EBNA1BP2	ENSG00000117395	10969	Q99848
9606.ENSP00000417052	EBP	ENSG00000147155	10682	Q15125
9606.ENSP00000242827	EBPL	ENSG00000123179	84650	Q9BY08
9606.ENSP00000401566	ECD	ENSG00000122882	11319	O95905
9606.ENSP00000364028	ECE1	ENSG00000117298	1889	P42892
9606.ENSP00000302051	ECEL1	ENSG00000171551	9427	O95672
9606.ENSP00000221418	ECH1	ENSG00000104823	1891	Q13011
9606.ENSP00000436585	ECHDC1	ENSG00000093144	55862	Q9NTX5
9606.ENSP00000360577	ECHDC2	ENSG00000121310	55268	Q86YB7
9606.ENSP00000368517	ECHDC3	ENSG00000134463	79746	Q96DC8
9606.ENSP00000357535	ECHS1	ENSG00000127884	1892	P30084
9606.ENSP00000301729	ECI1	ENSG00000167969	1632	P42126
9606.ENSP00000369461	ECI2	ENSG00000198721	10455	O75521
9606.ENSP00000358045	ECM1	ENSG00000143369	1893	Q16610
9606.ENSP00000344758	ECM2	ENSG00000106823	1842	O94769
9606.ENSP00000259335	ECPAS	ENSG00000136813	23392	Q5VYK3
9606.ENSP00000270517	ECSIT	ENSG00000130159	51295	Q9BQ95
9606.ENSP00000232458	ECT2	ENSG00000114346	1894	Q9H8V3
9606.ENSP00000356655	ECT2L	ENSG00000203734	345930	Q008S8
9606.ENSP00000363680	EDA	ENSG00000158813	1896	Q92838
9606.ENSP00000253392	EDA2R	ENSG00000131080	60401	Q9HAV5
9606.ENSP00000258443	EDAR	ENSG00000135960	10913	Q9UNE0
9606.ENSP00000335076	EDARADD	ENSG00000186197	128178	Q8WWZ3
9606.ENSP00000320503	EDC3	ENSG00000179151	80153	Q96F86
9606.ENSP00000351811	EDC4	ENSG00000038358	23644	Q6P2E9
9606.ENSP00000315098	EDDM3A	ENSG00000181562	10876	Q14507
9606.ENSP00000314810	EDDM3B	ENSG00000181552	64184	P56851
9606.ENSP00000256497	EDEM1	ENSG00000134109	9695	Q92611
9606.ENSP00000363616	EDEM2	ENSG00000088298	111089941	Q9BV94
9606.ENSP00000363616	EDEM2	ENSG00000088298	55741	Q9BV94
9606.ENSP00000318147	EDEM3	ENSG00000116406	80267	Q9BZQ6
9606.ENSP00000224073	EDF1	ENSG00000107223	8721	O60869
9606.ENSP00000296591	EDIL3	ENSG00000164176	10085	O43854
9606.ENSP00000368683	EDN1	ENSG00000078401	1906	P05305
9606.ENSP00000361668	EDN2	ENSG00000127129	1907	P20800
9606.ENSP00000337128	EDN3	ENSG00000124205	1908	P14138
9606.ENSP00000315011	EDNRA	ENSG00000151617	1909	P25101
9606.ENSP00000366416	EDNRB	ENSG00000136160	1910	P24530
9606.ENSP00000349244	EDRF1	ENSG00000107938	26098	Q3B7T1
9606.ENSP00000317955	EEA1	ENSG00000102189	8411	Q15075
9606.ENSP00000263360	EED	ENSG00000074266	8726	O75530
9606.ENSP00000330054	EEF1A1	ENSG00000156508	1915	P68104
9606.ENSP00000217182	EEF1A2	ENSG00000101210	1917	Q05639
9606.ENSP00000372202	EEF1AKMT1	ENSG00000150456	221143	Q8WVE0
9606.ENSP00000357829	EEF1AKMT2	ENSG00000203791	399818	Q5JPI9
9606.ENSP00000300209	EEF1AKMT3	ENSG00000123427	25895	Q96AZ1
9606.ENSP00000384223	EEF1AKMT4-ECE2	ENSG00000284917	110599583	P0DPD8
9606.ENSP00000354920	EEF1AKNMT	ENSG00000010165	51603	Q8N6R0
9606.ENSP00000236957	EEF1B2	ENSG00000114942	1933	P24534
9606.ENSP00000391944	EEF1D	ENSG00000104529	1936	P29692
9606.ENSP00000369038	EEF1E1	ENSG00000124802	9521	O43324
9606.ENSP00000331901	EEF1G	ENSG00000254772	1937	P26641
9606.ENSP00000307940	EEF2	ENSG00000167658	1938	P13639
9606.ENSP00000263026	EEF2K	ENSG00000103319	29904	O00418
9606.ENSP00000398502	EEF2KMT	ENSG00000118894	196483	Q96G04
9606.ENSP00000254730	EEFSEC	ENSG00000132394	60678	P57772
9606.ENSP00000242108	EEPD1	ENSG00000122547	80820	Q7L9B9
9606.ENSP00000262103	EFCAB1	ENSG00000034239	79645	Q9HAE3
9606.ENSP00000326267	EFCAB11	ENSG00000140025	90141	Q9BUY7
9606.ENSP00000420854	EFCAB12	ENSG00000172771	90288	Q6NXP0
9606.ENSP00000332111	EFCAB13	ENSG00000178852	124989	Q8IY85
9606.ENSP00000361001	EFCAB14	ENSG00000159658	9813	O75071
9606.ENSP00000355480	EFCAB2	ENSG00000203666	84288	Q5VUJ9
9606.ENSP00000403932	EFCAB3	ENSG00000172421	146779	Q8N7B9
9606.ENSP00000378312	EFCAB5	ENSG00000176927	374786	A4FU69
9606.ENSP00000262726	EFCAB6	ENSG00000186976	64800	Q5THR3
9606.ENSP00000360129	EFCAB7	ENSG00000203965	84455	A8K855
9606.ENSP00000381247	EFCAB9	ENSG00000214360	285588	A8MZ26
9606.ENSP00000347596	EFEMP1	ENSG00000115380	2202	Q12805
9606.ENSP00000309953	EFEMP2	ENSG00000172638	30008	O95967
9606.ENSP00000295824	EFHB	ENSG00000163576	151651	Q8N7U6
9606.ENSP00000360107	EFHC1	ENSG00000096093	114327	Q5JVL4
9606.ENSP00000264059	EFHD1	ENSG00000115468	80303	Q9BUP0
9606.ENSP00000365147	EFHD2	ENSG00000142634	79180	Q96C19
9606.ENSP00000268206	EFL1	ENSG00000140598	79631	Q7Z2Z2
9606.ENSP00000357392	EFNA1	ENSG00000169242	1942	P20827
9606.ENSP00000215368	EFNA2	ENSG00000099617	1943	O43921
9606.ENSP00000357393	EFNA3	ENSG00000143590	1944	P52797
9606.ENSP00000414378	EFNA4	ENSG00000243364	1945	P52798
9606.ENSP00000328777	EFNA5	ENSG00000184349	1946	P52803
9606.ENSP00000204961	EFNB1	ENSG00000090776	1947	P98172
9606.ENSP00000245323	EFNB2	ENSG00000125266	1948	P52799
9606.ENSP00000226091	EFNB3	ENSG00000108947	1949	Q15768
9606.ENSP00000254624	EFR3A	ENSG00000132294	23167	Q14156
9606.ENSP00000384081	EFR3B	ENSG00000084710	22979	Q9Y2G0
9606.ENSP00000216733	EFS	ENSG00000100842	10278	O43281
9606.ENSP00000392094	EFTUD2	ENSG00000108883	9343	Q15029
9606.ENSP00000265171	EGF	ENSG00000138798	1950	P01133
9606.ENSP00000369976	EGFL6	ENSG00000198759	25975	Q8IUX8
9606.ENSP00000307843	EGFL7	ENSG00000172889	51162	Q9UHF1
9606.ENSP00000333380	EGFL8	ENSG00000241404	80864	Q99944
9606.ENSP00000346964	EGFLAM	ENSG00000164318	133584	Q63HQ2
9606.ENSP00000275493	EGFR	ENSG00000146648	1956	P00533
9606.ENSP00000355601	EGLN1	ENSG00000135766	54583	Q9GZT9
9606.ENSP00000307080	EGLN2	ENSG00000269858	112398	Q96KS0
9606.ENSP00000250457	EGLN3	ENSG00000129521	112399	Q9H6Z9
9606.ENSP00000239938	EGR1	ENSG00000120738	1958	P18146
9606.ENSP00000242480	EGR2	ENSG00000122877	1959	P11161
9606.ENSP00000318057	EGR3	ENSG00000179388	1960	Q06889
9606.ENSP00000445626	EGR4	ENSG00000135625	1961	Q05215
9606.ENSP00000263991	EHBP1	ENSG00000115504	23301	Q8NDI1
9606.ENSP00000312671	EHBP1L1	ENSG00000173442	254102	Q8N3D4
9606.ENSP00000320516	EHD1	ENSG00000110047	10938	Q9H4M9
9606.ENSP00000263277	EHD2	ENSG00000024422	30846	Q9NZN4
9606.ENSP00000327116	EHD3	ENSG00000013016	30845	Q9NZN3
9606.ENSP00000220325	EHD4	ENSG00000103966	30844	Q9H223
9606.ENSP00000435835	EHF	ENSG00000135373	26298	Q9NZC4
9606.ENSP00000231887	EHHADH	ENSG00000113790	1962	Q08426
9606.ENSP00000417980	EHMT1	ENSG00000181090	79813	Q9H9B1
9606.ENSP00000364687	EHMT2	ENSG00000204371	10919	Q96KQ7
9606.ENSP00000278903	EI24	ENSG00000149547	9538	O14681
9606.ENSP00000431162	EID1	ENSG00000255302	23741	Q9Y6B2
9606.ENSP00000375073	EID2	ENSG00000176396	163126	Q8N6I1
9606.ENSP00000317564	EID2B	ENSG00000176401	126272	Q96D98
9606.ENSP00000435619	EID3	ENSG00000255150	493861	Q8N140
9606.ENSP00000419449	EIF1	ENSG00000173812	10209	P41567
9606.ENSP00000309175	EIF1AD	ENSG00000175376	84285	Q8N9N8
9606.ENSP00000368927	EIF1AX	ENSG00000173674	1964	P47813
9606.ENSP00000354722	EIF1AY	ENSG00000198692	9086	O14602
9606.ENSP00000232905	EIF1B	ENSG00000114784	10289	O60739
9606.ENSP00000417229	EIF2A	ENSG00000144895	83939	Q9BY44
9606.ENSP00000199389	EIF2AK1	ENSG00000086232	27102	Q9BQI3
9606.ENSP00000233057	EIF2AK2	ENSG00000055332	5610	P19525
9606.ENSP00000307235	EIF2AK3	ENSG00000172071	9451	Q9NZJ5
9606.ENSP00000263791	EIF2AK4	ENSG00000128829	440275	Q9P2K8
9606.ENSP00000416250	EIF2B1	ENSG00000111361	1967	Q14232
9606.ENSP00000266126	EIF2B2	ENSG00000119718	8892	P49770
9606.ENSP00000353575	EIF2B3	ENSG00000070785	8891	Q9NR50
9606.ENSP00000394869	EIF2B4	ENSG00000115211	8890	Q9UI10
9606.ENSP00000273783	EIF2B5	ENSG00000145191	8893	Q13144
9606.ENSP00000271764	EIF2D	ENSG00000143486	1939	P41214
9606.ENSP00000256383	EIF2S1	ENSG00000134001	1965	P05198
9606.ENSP00000364119	EIF2S2	ENSG00000125977	8894	P20042
9606.ENSP00000253039	EIF2S3	ENSG00000130741	1968	P41091
9606.ENSP00000445077	EIF2S3B	ENSG00000180574	255308	Q2VIR3
9606.ENSP00000358140	EIF3A	ENSG00000107581	8661	Q14152
9606.ENSP00000354125	EIF3B	ENSG00000106263	8662	P55884
9606.ENSP00000332604	EIF3C	ENSG00000184110	8663	Q99613
9606.ENSP00000370258	EIF3CL	ENSG00000205609	728689	B5ME19
9606.ENSP00000216190	EIF3D	ENSG00000100353	8664	O15371
9606.ENSP00000220849	EIF3E	ENSG00000104408	3646	P60228
9606.ENSP00000253108	EIF3G	ENSG00000130811	8666	O75821
9606.ENSP00000429931	EIF3H	ENSG00000147677	8667	O15372
9606.ENSP00000362688	EIF3I	ENSG00000084623	8668	Q13347
9606.ENSP00000261868	EIF3J	ENSG00000104131	8669	O75822
9606.ENSP00000248342	EIF3K	ENSG00000178982	27335	Q9UBQ5
9606.ENSP00000416892	EIF3L	ENSG00000100129	51386	Q9Y262
9606.ENSP00000436049	EIF3M	ENSG00000149100	10480	Q7L2H7
9606.ENSP00000293831	EIF4A1	ENSG00000161960	1973	P60842
9606.ENSP00000326381	EIF4A2	ENSG00000156976	1974	Q14240
9606.ENSP00000269349	EIF4A3	ENSG00000141543	9775	P38919
9606.ENSP00000262056	EIF4B	ENSG00000063046	1975	P23588
9606.ENSP00000425561	EIF4E	ENSG00000151247	1977	P06730
9606.ENSP00000323714	EIF4E1B	ENSG00000175766	253314	A6NMX2
9606.ENSP00000258416	EIF4E2	ENSG00000135930	9470	O60573
9606.ENSP00000393324	EIF4E3	ENSG00000163412	317649	Q8N5X7
9606.ENSP00000340691	EIF4EBP1	ENSG00000187840	1978	Q13541
9606.ENSP00000362314	EIF4EBP2	ENSG00000148730	1979	Q13542
9606.ENSP00000308472	EIF4EBP3	ENSG00000243056	8637	O60516
9606.ENSP00000328103	EIF4ENIF1	ENSG00000184708	56478	Q9NRA8
9606.ENSP00000338020	EIF4G1	ENSG00000114867	1981	Q04637
9606.ENSP00000340281	EIF4G2	ENSG00000110321	1982	P78344
9606.ENSP00000265753	EIF4H	ENSG00000106682	7458	Q15056
9606.ENSP00000216554	EIF5	ENSG00000100664	1983	P55010
9606.ENSP00000336702	EIF5A	ENSG00000132507	1984	P63241
9606.ENSP00000295822	EIF5A2	ENSG00000163577	56648	Q9GZV4
9606.ENSP00000430706	EIF5AL1	ENSG00000253626	143244	Q6IS14
9606.ENSP00000289371	EIF5B	ENSG00000158417	9669	O60841
9606.ENSP00000363559	EIF6	ENSG00000242372	3692	P56537
9606.ENSP00000371559	EIPR1	ENSG00000032389	7260	Q53HC9
9606.ENSP00000269466	ELAC1	ENSG00000141642	55520	Q9H777
9606.ENSP00000337445	ELAC2	ENSG00000006744	60528	Q9BQ52
9606.ENSP00000263621	ELANE	ENSG00000197561	1991	P08246
9606.ENSP00000385269	ELAVL1	ENSG00000066044	1994	Q15717
9606.ENSP00000369460	ELAVL2	ENSG00000107105	1993	Q12926
9606.ENSP00000352162	ELAVL3	ENSG00000196361	1995	Q14576
9606.ENSP00000349594	ELAVL4	ENSG00000162374	1996	P26378
9606.ENSP00000239882	ELF1	ENSG00000120690	1997	P32519
9606.ENSP00000352673	ELF3	ENSG00000163435	1999	P78545
9606.ENSP00000311280	ELF4	ENSG00000102034	2000	Q99607
9606.ENSP00000311010	ELF5	ENSG00000135374	2001	Q9UKW6
9606.ENSP00000456548	ELFN1	ENSG00000225968	392617	P0C7U0
9606.ENSP00000247161	ELK1	ENSG00000126767	2002	P19419
9606.ENSP00000228741	ELK3	ENSG00000111145	2004	P41970
9606.ENSP00000350681	ELK4	ENSG00000158711	2005	P28324
9606.ENSP00000262809	ELL	ENSG00000105656	8178	P55199
9606.ENSP00000237853	ELL2	ENSG00000118985	22936	O00472
9606.ENSP00000320346	ELL3	ENSG00000128886	80237	Q9HB65
