Gene	Gene.synonym	Ensembl	Gene.description	Uniprot	Protein.class	Evidence	HPA.evidence	UniProt.evidence
UBAP1	UBAP	ENSG00000165006	Ubiquitin associated protein 1	Q9NZ09	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
UBASH3B	KIAA1959, STS-1, TULA-2, TULA2	ENSG00000154127	Ubiquitin associated and SH3 domain containing B	Q8TF42	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
UBE2A	HHR6A, RAD6A, UBC2	ENSG00000077721	Ubiquitin conjugating enzyme E2 A	P49459	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
UBE2B	HHR6B, RAD6B, UBC2	ENSG00000119048	Ubiquitin conjugating enzyme E2 B	P63146	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
UBE2C	UBCH10	ENSG00000175063	Ubiquitin conjugating enzyme E2 C	O00762	Cancer-related genes, Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
UBE2D1	E2(17)KB1, SFT, UBC4/5, UBCH5, UbcH5A	ENSG00000072401	Ubiquitin conjugating enzyme E2 D1	P51668	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
UBE2D2	UBC4, UbcH5B	ENSG00000131508	Ubiquitin conjugating enzyme E2 D2	P62837	Enzymes, Plasma proteins, Predicted intracellular proteins, Transporters	Evidence at protein level	Evidence at transcript level	Evidence at protein level
UBE2D3	UbcH5C	ENSG00000109332	Ubiquitin conjugating enzyme E2 D3	P61077	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
UBE2D4	HBUCE1	ENSG00000078967	Ubiquitin conjugating enzyme E2 D4 (putative)	Q9Y2X8	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
UBE2QL1	FLJ25076	ENSG00000215218	Ubiquitin conjugating enzyme E2 Q family like 1	A1L167	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
UBE2S	E2-EPF	ENSG00000108106	Ubiquitin conjugating enzyme E2 S	Q16763	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
UBE3C	KIAA0010, KIAA10	ENSG00000009335	Ubiquitin protein ligase E3C	Q15386	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
UBQLN2	Chap1, CHAP1/DSK2, Dsk2, LIC-2, N4BP4, PLIC-2, PLIC2, RIHFB2157	ENSG00000188021	Ubiquilin 2	Q9UHD9	Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
UBR2	bA49A4.1, C6orf133, dJ392M17.3, KIAA0349	ENSG00000024048	Ubiquitin protein ligase E3 component n-recognin 2	Q8IWV8	Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
UBTD1	FLJ11807	ENSG00000165886	Ubiquitin domain containing 1	Q9HAC8	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
UCP3	SLC25A9	ENSG00000175564	Uncoupling protein 3	P55916	Disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
ULBP1	RAET1I	ENSG00000111981	UL16 binding protein 1	Q9BZM6	Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
UNC5A	KIAA1976, UNC5H1	ENSG00000113763	Unc-5 netrin receptor A	Q6ZN44	Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
UNC79	KIAA1409	ENSG00000133958	Unc-79 homolog, NALCN channel complex subunit	Q9P2D8	Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at transcript level
UQCC1	BFZB, C20orf44, CBP3, FLJ10850, UQCC	ENSG00000101019	Ubiquinol-cytochrome c reductase complex assembly factor 1	Q9NVA1	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
USP2	UBP41	ENSG00000036672	Ubiquitin specific peptidase 2	O75604	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
USP20	KIAA1003	ENSG00000136878	Ubiquitin specific peptidase 20	Q9Y2K6	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
USP21	USP16, USP23	ENSG00000143258	Ubiquitin specific peptidase 21	Q9UK80	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
USP4	UNP, Unph	ENSG00000114316	Ubiquitin specific peptidase 4	Q13107	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
UTP20	1A6/DRIM, DRIM	ENSG00000120800	UTP20, small subunit processome component	O75691	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
UTRN	DMDL, DRP, DRP1	ENSG00000152818	Utrophin	P46939	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
